# Sim1-Brhammaputra (Up to date)
# 220 data points written for 58 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (31.2 m/s):  "Parachute"
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
6.527,31.071,31.071,-23.365,25.45,-9.023,9.036,63.978,0.013,63.978,89.989,10.09,0.493,28.61,-80.599,4.206,-3.045e-7,5.198,-0.006,-59.759,89.981,2007.76,47.7,0.197,0.002,9.792,77.05,62.523,1.906,0,0,0.841,0.45,0.308,0.021,0.121,0.471,0.912,1.733,1.352e-4,0,0,0,0,0.005,1.324,90,30.753,1010.786,0.001,349.935,0.074,1.821e6,7.62,45.604,0.05,0.941,0.003
6.577,29.891,29.891,-23.815,25.874,-8.994,9.009,64.483,0.013,64.483,89.989,10.116,0.526,28.61,-80.599,4.274,-4.246e-7,8.731,-0.007,-60.106,89.98,2007.76,47.7,0.197,0.002,9.792,77.022,62.523,1.903,0,0,0.869,0.45,0.308,0.021,0.121,0.471,0.928,1.752,-4.387e-4,0,0,0,0,0.015,1.305,90,30.762,1010.917,0.001,349.941,0.075,1.85e6,7.62,45.604,0.05,0.944,0.003
6.627,28.689,28.689,-24.265,26.299,-8.984,8.999,64.989,0.013,64.989,89.989,10.142,0.534,28.61,-80.599,4.193,-5.916e-7,12.317,-0.008,-60.632,89.979,2007.76,47.7,0.197,0.002,9.792,77.056,62.523,1.907,0,0,0.894,0.45,0.308,0.021,0.121,0.471,0.909,1.705,9.465e-5,0,0,0,0,0.028,1.263,90,30.772,1011.051,0.001,349.947,0.077,1.878e6,7.62,45.604,0.05,0.946,0.003
6.677,27.465,27.465,-24.714,26.724,-8.994,9.008,65.497,0.013,65.497,89.988,10.169,0.514,28.61,-80.599,3.966,-3.135e-7,15.865,-0.008,-61.337,89.978,2007.76,47.7,0.197,0.002,9.792,77.15,62.523,1.92,0,0,0.917,0.45,0.308,0.021,0.121,0.469,0.854,1.594,2.875e-4,0,0,0,0,0.045,1.197,90,30.782,1011.188,0.001,349.953,0.078,1.906e6,7.62,45.604,0.05,0.949,0.003
6.727,26.218,26.218,-25.164,27.15,-9.037,9.048,66.006,0.013,66.006,89.988,10.193,0.437,28.61,-80.599,3.451,-3.948e-7,19.157,-0.009,-62.215,89.978,2007.76,47.7,0.197,0.002,9.792,77.37,62.523,1.948,0,0,0.937,0.45,0.308,0.021,0.121,0.465,0.733,1.365,-4.527e-4,0,0,0,0,0.064,1.187,90,30.791,1011.327,0.001,349.959,0.079,1.935e6,7.62,45.604,0.05,0.953,0.004
6.777,24.948,24.948,-25.618,27.578,-9.104,9.109,66.516,0.014,66.516,89.988,10.212,0.314,28.61,-80.599,2.728,-6.007e-7,21.903,-0.012,-63.244,89.977,2007.76,47.7,0.197,0.002,9.792,77.689,62.523,1.99,0,0,0.956,0.45,0.308,0.021,0.121,0.46,0.568,1.049,-4.161e-4,0,0,0,0,0.081,1.209,90,30.802,1011.468,0.001,349.965,0.08,1.965e6,7.62,45.604,0.05,0.956,0.004
6.827,23.656,23.656,-26.075,28.008,-9.179,9.181,67.027,0.014,67.027,89.988,10.224,0.16,28.61,-80.599,1.873,-5.692e-7,23.945,-0.016,-64.393,89.976,2007.76,47.7,0.197,0.002,9.792,78.086,62.523,2.042,0,0,0.976,0.45,0.308,0.021,0.121,0.455,0.381,0.684,-2.615e-4,0,0,0,0,0.094,1.241,90,30.812,1011.612,0.001,349.971,0.081,1.996e6,7.62,45.604,0.05,0.959,0.004
6.877,22.341,22.341,-26.536,28.438,-9.26,9.26,67.539,0.014,67.539,89.988,10.227,0.026,28.61,-80.599,0.889,-6.043e-7,25.106,-0.033,-65.624,89.976,2007.76,47.7,0.197,0.002,9.792,78.568,62.523,2.106,0,0,0.999,0.45,0.308,0.021,0.121,0.452,0.176,0.27,3.094e-4,0,0,0,0,0.1,1.304,90,30.822,1011.759,0.001,349.977,0.083,2.028e6,7.62,45.604,0.05,0.962,0.004
6.927,21.002,21.002,-27.001,28.871,-9.332,9.335,68.05,0.014,68.05,89.988,10.221,0.221,28.61,-80.599,0.114,-5.828e-7,-25.246,-0.258,-66.887,89.975,2007.76,47.7,0.197,0.002,9.792,78.97,62.523,2.158,0,0,1.028,0.451,0.308,0.022,0.121,0.451,0.022,0.145,2.346e-4,0,0,0,0,-0.098,1.367,90,30.833,1011.908,0.001,349.984,0.084,2.059e6,7.62,45.604,0.05,0.966,0.004
6.977,19.641,19.641,-27.469,29.303,-9.386,9.394,68.56,0.014,68.56,89.988,10.205,0.399,28.61,-80.599,0.959,-5.014e-7,-24.395,-0.029,-68.131,89.975,2007.76,47.7,0.197,0.002,9.792,78.534,62.523,2.101,0,0,1.061,0.451,0.308,0.022,0.121,0.452,0.19,0.487,-2.519e-4,0,0,0,0,-0.089,1.357,90,30.844,1012.06,0.001,349.99,0.085,2.089e6,7.62,45.604,0.05,0.969,0.004
7.027,18.255,18.255,-27.939,29.736,-9.435,9.454,69.07,0.015,69.07,89.988,10.181,0.597,28.61,-80.599,1.782,-6.242e-7,-22.702,-0.014,-69.313,89.975,2007.76,47.7,0.197,0.002,9.792,78.13,62.523,2.048,0,0,1.1,0.451,0.308,0.022,0.121,0.455,0.361,0.815,-1.3e-4,0,0,0,0,-0.075,1.375,90,30.855,1012.215,0.001,349.997,0.086,2.12e6,7.62,45.604,0.05,0.973,0.004
7.077,16.847,16.847,-28.412,30.169,-9.472,9.505,69.578,0.015,69.578,89.988,10.146,0.787,28.61,-80.599,2.488,-3.293e-7,-20.063,-0.009,-70.385,89.975,2007.76,47.7,0.197,0.002,9.792,77.8,62.523,2.005,0,0,1.141,0.451,0.308,0.022,0.121,0.459,0.514,1.089,-1.534e-4,0,0,0,0,-0.057,1.393,90,30.866,1012.372,0.001,350.004,0.088,2.15e6,7.62,45.604,0.05,0.975,0.004
7.127,15.414,15.414,-28.886,30.602,-9.494,9.541,70.085,0.015,70.085,89.988,10.102,0.946,28.61,-80.599,3.006,-7.069e-7,-16.744,-0.007,-71.308,89.975,2007.76,47.7,0.197,0.002,9.792,77.566,62.523,1.974,0,0,1.181,0.451,0.308,0.022,0.121,0.462,0.631,1.284,-9.919e-5,0,0,0,0,-0.039,1.392,90,30.877,1012.531,0.001,350.011,0.089,2.18e6,7.62,45.604,0.05,0.978,0.004
7.177,13.958,13.958,-29.361,31.034,-9.507,9.569,70.588,0.015,70.588,89.988,10.052,1.088,28.61,-80.599,3.416,-3.511e-7,-12.821,-0.006,-72.049,89.975,2007.76,47.7,0.197,0.002,9.792,77.386,62.523,1.951,0,0,1.223,0.451,0.308,0.022,0.121,0.465,0.725,1.437,-9.101e-5,0,0,0,0,-0.022,1.436,90,30.889,1012.694,0.001,350.018,0.09,2.211e6,7.62,45.604,0.015,0.982,0.004
# Event EJECTION_CHARGE occurred at t=7.192 seconds
7.192,13.531,13.531,-29.499,31.159,-9.508,9.574,70.734,0.015,70.734,89.987,10.035,1.122,28.61,-80.599,3.505,-3.393e-7,-11.586,-0.006,-72.226,89.975,2007.76,47.7,0.197,0.002,9.792,77.348,62.523,1.946,0,0,1.235,0.451,0.308,0.022,0.121,0.466,0.746,1.469,-1.346e-4,0,0,0,0,-0.018,1.453,90,30.892,1012.741,0.001,350.02,0.09,2.22e6,7.62,45.604,0.003,0.986,0.004
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=7.193 seconds
# Event SIM_WARN occurred at t=7.195 seconds: Recovery device deployment at high speed (31.2 m/s):  "Parachute"
7.195,13.458,13.458,-29.523,31.181,138.664,150.216,70.759,0.015,70.759,89.987,10.033,57.767,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,319.84,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.456,90,30.893,1012.75,0.001,350.02,0.091,2.221e6,7.62,45.604,0.007,0.996,0.004
7.201,13.264,13.264,-28.6,30.183,129.49,140.332,70.825,0.015,70.825,89.987,9.648,54.086,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,299.995,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.458,90,30.894,1012.771,0.001,350.021,0.088,2.151e6,7.62,45.604,0.007,0.998,0.004
7.208,13.064,13.064,-27.677,29.186,120.567,130.667,70.892,0.016,70.892,89.987,9.263,50.374,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,280.596,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.433,90,30.896,1012.793,0.001,350.022,0.085,2.081e6,7.62,45.604,0.008,0.999,0.004
7.216,12.855,12.855,-26.754,28.189,111.937,121.32,70.961,0.016,70.961,89.987,8.877,46.784,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,261.836,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.406,90,30.898,1012.817,0.001,350.023,0.082,2.01e6,7.62,45.604,0.008,1,0.004
7.224,12.639,12.639,-25.832,27.192,103.599,112.29,71.033,0.016,71.033,89.987,8.492,43.316,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,243.713,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.377,90,30.899,1012.841,0.001,350.024,0.079,1.939e6,7.62,45.604,0.009,1.001,0.004
7.233,12.413,12.413,-24.909,26.195,95.555,103.577,71.107,0.016,71.107,89.987,8.106,39.969,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,226.228,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.345,90,30.901,1012.866,0.001,350.025,0.076,1.868e6,7.62,45.604,0.01,1.001,0.003
7.243,12.177,12.177,-23.987,25.198,87.804,95.182,71.183,0.016,71.183,89.987,7.72,36.743,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,209.38,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.311,90,30.903,1012.892,0.001,350.026,0.073,1.797e6,7.62,45.604,0.011,1.002,0.003
7.253,11.929,11.929,-23.064,24.202,80.356,87.126,71.262,0.016,71.262,89.987,7.334,33.674,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,193.214,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.282,90,30.905,1012.92,0.001,350.027,0.07,1.727e6,7.62,45.604,0.011,1.002,0.003
7.265,11.67,11.67,-22.142,23.206,73.225,79.441,71.344,0.016,71.344,89.987,6.947,30.804,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,177.787,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.269,90,30.907,1012.949,0.001,350.029,0.067,1.656e6,7.62,45.604,0.013,1.003,0.003
7.277,11.397,11.397,-21.22,22.211,66.389,72.073,71.429,0.016,71.429,89.987,6.56,28.053,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,162.997,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.255,90,30.909,1012.979,0.001,350.03,0.065,1.586e6,7.62,45.604,0.014,1.004,0.003
7.291,11.109,11.109,-20.299,21.216,59.847,65.022,71.518,0.016,71.518,89.987,6.17,25.42,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,148.846,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.24,90,30.912,1013.011,0.001,350.031,0.062,1.516e6,7.62,45.604,0.015,1.004,0.003
7.307,10.804,10.804,-19.378,20.222,53.611,58.313,71.61,0.016,71.61,89.987,5.779,22.939,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,135.377,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.232,90,30.914,1013.045,0.001,350.033,0.059,1.445e6,7.62,45.604,0.017,1.005,0.003
7.324,10.479,10.479,-18.459,19.229,47.685,51.954,71.705,0.016,71.705,89.987,5.386,20.625,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,122.608,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.238,90,30.917,1013.082,0.001,350.034,0.056,1.375e6,7.62,45.604,0.019,1.006,0.002
7.343,10.133,10.133,-17.541,18.237,42.056,45.915,71.805,0.016,71.805,89.987,4.989,18.425,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,110.479,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.245,90,30.919,1013.12,0.001,350.036,0.053,1.306e6,7.62,45.604,0.022,1.006,0.002
7.365,9.761,9.761,-16.625,17.247,36.688,40.111,71.909,0.016,71.909,89.987,4.588,16.213,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,98.839,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.212,90,30.922,1013.162,0.001,350.038,0.05,1.235e6,7.62,45.604,0.025,1.007,0.002
7.39,9.358,9.358,-15.711,16.258,31.598,34.583,72.019,0.016,72.019,89.987,4.184,14.054,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,87.764,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.152,90,30.926,1013.207,0.001,350.04,0.047,1.164e6,7.62,45.604,0.029,1.008,0.002
7.419,8.917,8.917,-14.797,15.271,26.861,29.516,72.134,0.016,72.134,89.987,3.777,12.234,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,77.584,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.162,90,30.929,1013.256,0.001,350.042,0.045,1.094e6,7.62,45.604,0.034,1.008,0.002
7.452,8.431,8.431,-13.887,14.288,22.459,24.856,72.255,0.016,72.255,89.987,3.363,10.651,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,68.194,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.224,90,30.933,1013.31,0.001,350.044,0.042,1.026e6,7.62,45.604,0.04,1.009,0.002
7.493,7.89,7.89,-12.983,13.311,18.334,20.453,72.382,0.016,72.382,89.987,2.934,9.065,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,59.333,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.251,90,30.937,1013.37,0.001,350.047,0.039,9.569e5,7.62,45.604,0.049,1.01,0.002
7.542,7.277,7.277,-12.087,12.341,14.518,16.389,72.514,0.016,72.514,89.987,2.491,7.603,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,51.143,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.29,90,30.942,1013.439,0.001,350.05,0.036,8.884e5,7.62,45.604,0.061,1.011,0.002
7.603,6.567,6.567,-11.201,11.383,10.981,12.57,72.652,0.016,72.652,89.987,2.027,6.118,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,43.48,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.273,90,30.948,1013.518,0.001,350.053,0.033,8.192e5,7.62,45.604,0.08,1.011,0.001
7.682,5.711,5.711,-10.328,10.442,7.783,9.173,72.794,0.017,72.794,89.987,1.54,4.855,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,36.61,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.313,90,30.955,1013.613,0.001,350.057,0.031,7.517e5,7.62,45.604,0.109,1.012,0.001
7.791,4.631,4.631,-9.479,9.533,4.902,6.08,72.933,0.017,72.933,89.987,1.011,3.597,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,30.375,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.31,90,30.963,1013.734,0.001,350.063,0.028,6.847e5,7.62,45.604,0.164,1.013,0.001
7.956,3.138,3.138,-8.673,8.683,2.433,3.588,73.051,0.017,73.051,89.987,0.42,2.638,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,25.11,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.453,90,30.975,1013.9,0.001,350.07,0.025,6.226e5,7.62,45.604,0.279,1.014,0.001
8.234,0.816,0.816,-7.995,8.001,0.475,1.588,73.065,0.017,73.065,89.987,0.316,1.516,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,20.837,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.497,90,30.994,1014.159,0.001,350.081,0.023,5.672e5,7.62,45.604,0.102,1.014,0.001
# Event GROUND_HIT occurred at t=8.337 seconds
# Event SIMULATION_END occurred at t=8.337 seconds
8.337,0,0,-7.946,7.96,0.335,1.421,73.025,0.017,73.025,89.987,0.471,1.381,28.61,-80.599,NaN,NaN,NaN,NaN,-72.255,89.976,2007.76,47.7,0.197,0.002,9.792,0,62.523,-8.205,0,0,20.521,120.449,0,120.449,0,120.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.555,90,31,1014.25,0.001,350.085,0.023,5.629e5,7.62,45.604,NaN,1.016,0.001
